,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,ind,Group,Deck,Num,Side,Minor,Total_Expense,Expenditure
8074,Earth,0,TRAPPIST-1e,38.0,0,1739.0,0.0,0.0,83.0,0.0,Wenny Hurchez,train,1,G,1392,S,0,1822.0,1
8075,Earth,0,TRAPPIST-1e,18.0,0,224.0,0.0,0.0,0.0,1384.0,Joanry Welles,train,1,E,554,P,0,1608.0,1
8076,Mars,1,TRAPPIST-1e,55.0,0,0.0,0.0,0.0,0.0,0.0,Panzel Ruity,train,1,F,1772,P,0,0.0,0
8077,Earth,1,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,Sinkes Spien,train,1,F,1773,P,0,0.0,0
8078,Mars,0,TRAPPIST-1e,25.0,0,987.0,0.0,6221.0,141.0,0.0,Varz Spien,train,2,F,1773,P,0,7349.0,1
8079,Mars,0,TRAPPIST-1e,17.0,0,330.0,1.0,967.0,0.0,0.0,Nakes Spien,train,3,E,555,P,0,1298.0,1
8080,Earth,1,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,Therta Holliams,train,1,G,1402,P,0,0.0,0
8081,Earth,0,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0,Janee Holliams,train,2,G,1402,P,1,0.0,0
8082,Earth,0,55 Cancri e,3.0,0,0.0,0.0,0.0,0.0,0.0,Britta Holliams,train,3,G,1402,P,1,0.0,0
8083,Mars,1,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,Wifts Berle,train,1,E,567,S,0,0.0,0
8084,Mars,0,TRAPPIST-1e,24.0,0,1455.0,2207.0,163.0,2354.0,0.0,Cruts Berle,train,2,D,260,S,0,6179.0,1
8085,Earth,0,TRAPPIST-1e,50.0,0,133.0,0.0,525.0,0.0,31.0,Diandy Hurchrisong,train,1,F,1666,S,0,689.0,1
8086,Mars,0,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,Cint Mille,train,1,F,1667,S,1,0.0,0
8087,Mars,0,TRAPPIST-1e,19.0,0,1146.0,0.0,3.0,0.0,0.0,Conth Mille,train,2,F,1667,S,0,1149.0,1
8088,Mars,1,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,Pech Mille,train,3,F,1667,S,0,0.0,0
8089,Earth,0,PSO J318.5-22,20.0,0,0.0,4.0,0.0,0.0,625.0,Yolace Berreranks,train,1,F,1774,P,0,629.0,1
8090,Mars,0,TRAPPIST-1e,18.0,0,2048.0,0.0,2.0,848.0,0.0,Dow Ramad,train,1,F,1775,P,0,2898.0,1
8091,Earth,0,TRAPPIST-1e,27.0,0,20.0,0.0,11.0,0.0,848.0,Shawne Dunnisey,train,1,F,1668,S,0,879.0,1
8092,Earth,0,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,0.0,1972.0,Ninaha Dunnisey,train,2,F,1668,S,0,1972.0,1
8093,Earth,0,55 Cancri e,23.0,0,1.0,26.0,1908.0,318.0,0.0,Herita Arneras,train,1,F,1776,P,0,2253.0,1
8094,Europa,1,TRAPPIST-1e,48.0,0,0.0,0.0,0.0,0.0,0.0,Neutrak Vertfull,train,1,C,325,S,0,0.0,0
8095,Europa,0,TRAPPIST-1e,32.0,0,0.0,1285.0,0.0,3030.0,334.0,Enifik Vertfull,train,2,C,325,S,0,4649.0,1
8096,Europa,1,TRAPPIST-1e,55.0,0,0.0,0.0,0.0,0.0,0.0,Atonon Vertfull,train,3,C,325,S,0,0.0,0
8097,Europa,0,55 Cancri e,49.0,0,3.0,1108.0,2.0,5775.0,1964.0,Chamark Vertfull,train,4,C,325,S,0,8852.0,1
8098,Earth,1,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,Artis Weberton,train,1,G,1404,P,0,0.0,0
8099,Earth,1,TRAPPIST-1e,50.0,0,0.0,0.0,0.0,0.0,0.0,Racily Bairdyork,train,1,G,1393,S,0,0.0,0
8100,Earth,0,TRAPPIST-1e,35.0,0,777.0,0.0,23.0,0.0,61.0,Jeresa Noelan,train,1,F,1779,P,0,861.0,1
8101,Europa,0,TRAPPIST-1e,29.0,0,0.0,4455.0,0.0,1663.0,4435.0,Antinon Imparmle,train,1,A,103,S,0,10553.0,1
8102,Europa,0,55 Cancri e,38.0,1,0.0,1298.0,0.0,1841.0,1547.0,Almino Rotter,train,2,A,103,S,0,4686.0,1
8103,Europa,1,55 Cancri e,29.0,1,0.0,0.0,0.0,0.0,0.0,Eltares Imparmle,train,3,A,103,S,0,0.0,0
8104,Mars,0,TRAPPIST-1e,39.0,0,200.0,0.0,1083.0,65.0,0.0,Caish Harta,train,1,F,1780,P,0,1348.0,1
8105,Mars,0,TRAPPIST-1e,49.0,0,0.0,1.0,1364.0,226.0,0.0,Ney Forne,train,1,E,568,S,0,1591.0,1
8106,Mars,0,TRAPPIST-1e,39.0,0,345.0,0.0,848.0,0.0,116.0,Batech Forne,train,2,F,1673,S,0,1309.0,1
8107,Earth,0,TRAPPIST-1e,19.0,0,125.0,556.0,23.0,0.0,0.0,Coley Ryanglasey,train,1,F,1781,P,0,704.0,1
8108,Earth,0,TRAPPIST-1e,19.0,0,886.0,0.0,0.0,1587.0,12.0,Herina Pierry,train,1,F,1675,S,0,2485.0,1
8109,Earth,0,TRAPPIST-1e,14.0,0,450.0,4791.0,896.0,0.0,0.0,Fery Hurchrisong,train,1,G,1394,S,0,6137.0,1
8110,Earth,1,55 Cancri e,40.0,0,0.0,0.0,0.0,0.0,0.0,Donnie Hurchrisong,train,2,F,0,S,0,0.0,0
8111,Earth,0,TRAPPIST-1e,40.0,0,909.0,0.0,0.0,0.0,0.0,Loisey Hallahaney,train,1,G,1395,S,0,909.0,1
8112,Mars,0,TRAPPIST-1e,20.0,0,733.0,0.0,455.0,0.0,0.0,Koat Kad,train,1,F,1676,S,0,1188.0,1
8113,Mars,1,TRAPPIST-1e,6.0,0,0.0,0.0,0.0,0.0,0.0,Mall Rapie,train,1,F,1783,P,1,0.0,0
8114,Mars,0,TRAPPIST-1e,41.0,0,806.0,16.0,125.0,1008.0,0.0,Mulk Rapie,train,2,D,269,P,0,1955.0,1
8115,Mars,0,TRAPPIST-1e,37.0,0,0.0,0.0,0.0,0.0,0.0,Toat Rapie,train,3,E,556,P,0,0.0,0
8116,Earth,0,TRAPPIST-1e,31.0,0,949.0,0.0,22.0,0.0,0.0,Morrie Cartiz,train,1,F,1677,S,0,971.0,1
8117,Earth,0,TRAPPIST-1e,8.0,0,0.0,0.0,0.0,0.0,0.0,Craine Cartiz,train,2,G,1397,S,1,0.0,0
8118,Earth,0,TRAPPIST-1e,55.0,0,506.0,0.0,456.0,0.0,0.0,Leence Cartiz,train,3,F,1677,S,0,962.0,1
8119,Earth,1,PSO J318.5-22,16.0,0,0.0,0.0,0.0,0.0,0.0,Evenna Williotters,train,1,G,1398,S,0,0.0,0
8120,Europa,0,55 Cancri e,29.0,0,1.0,764.0,1.0,265.0,1539.0,Avijava Ticagent,train,1,A,90,P,0,2570.0,1
8121,Earth,0,TRAPPIST-1e,40.0,0,21.0,155.0,0.0,267.0,0.0,Cary Rilley,train,1,G,1406,P,0,443.0,1
8122,Europa,1,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0,Taurak Pentical,train,1,C,285,P,0,0.0,0
8123,Mars,0,TRAPPIST-1e,21.0,0,4924.0,0.0,49.0,2.0,0.0,Gra Resty,train,1,F,1784,P,0,4975.0,1
8124,Europa,1,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,Benebah Droning,train,1,B,281,P,0,0.0,0
8125,Mars,0,TRAPPIST-1e,44.0,0,0.0,971.0,700.0,0.0,0.0,Scera Sty,train,1,F,1786,P,0,1671.0,1
8126,Mars,0,TRAPPIST-1e,34.0,0,368.0,499.0,1729.0,0.0,2.0,Colde Derry,train,1,F,1787,P,0,2598.0,1
8127,Mars,0,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0,Rionk Facle,train,2,F,1787,P,1,0.0,0
8128,Mars,0,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0,Totax Derry,train,3,F,1787,P,1,0.0,0
8129,Earth,0,PSO J318.5-22,42.0,0,51.0,6.0,87.0,21.0,404.0,Dandra Prinson,train,1,F,1679,S,0,569.0,1
8130,Earth,0,TRAPPIST-1e,18.0,0,1.0,1.0,0.0,226.0,488.0,Carly Meleon,train,1,F,1788,P,0,716.0,1
8131,Earth,1,55 Cancri e,21.0,0,0.0,0.0,0.0,0.0,0.0,Ren Midtt,train,1,G,1400,S,0,0.0,0
8132,Earth,0,TRAPPIST-1e,24.0,0,0.0,0.0,594.0,95.0,0.0,Annon Cartiz,train,1,F,1680,S,0,689.0,1
8133,Earth,0,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,595.0,0.0,Eillis Moodmandez,train,1,F,1681,S,0,595.0,1
8134,Earth,1,PSO J318.5-22,18.0,0,0.0,0.0,0.0,0.0,0.0,Thewis Pierry,train,1,G,1409,P,0,0.0,0
8135,Earth,1,PSO J318.5-22,27.0,0,0.0,0.0,0.0,0.0,0.0,Juanna Buckson,train,1,G,1410,P,0,0.0,0
8136,Earth,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,Wenise Lunapperts,train,1,G,1411,P,0,0.0,0
8137,Earth,0,TRAPPIST-1e,10.0,0,0.0,0.0,0.0,0.0,0.0,Dixiel Lunapperts,train,2,G,1411,P,1,0.0,0
8138,Earth,1,TRAPPIST-1e,8.0,0,0.0,0.0,0.0,0.0,0.0,Reneen Lunapperts,train,3,G,1411,P,1,0.0,0
8139,Mars,0,TRAPPIST-1e,40.0,0,76.0,0.0,1169.0,0.0,64.0,Apench Seen,train,1,F,1683,S,0,1309.0,1
8140,Europa,1,PSO J318.5-22,35.0,0,0.0,0.0,0.0,0.0,0.0,Bahoton Alvesssidy,train,1,C,326,S,0,0.0,0
8141,Mars,0,TRAPPIST-1e,13.0,0,217.0,7.0,928.0,0.0,728.0,Mose Teake,train,1,F,1684,S,0,1880.0,1
8142,Mars,0,55 Cancri e,19.0,0,203.0,0.0,172.0,1460.0,151.0,Hammet Rekle,train,1,F,1789,P,0,1986.0,1
8143,Earth,0,TRAPPIST-1e,44.0,0,84.0,0.0,308.0,0.0,1179.0,Lynnie Simpsonks,train,1,F,1685,S,0,1571.0,1
8144,Mars,1,TRAPPIST-1e,36.0,0,0.0,0.0,0.0,0.0,0.0,Pie Facke,train,1,F,1686,S,0,0.0,0
8145,Mars,0,TRAPPIST-1e,29.0,0,2239.0,0.0,146.0,0.0,0.0,Cappe Facke,train,2,D,264,S,0,2385.0,1
8146,Earth,0,PSO J318.5-22,28.0,0,679.0,0.0,0.0,0.0,0.0,Annard Jacostaffey,train,1,G,1413,P,0,679.0,1
8147,Earth,0,TRAPPIST-1e,36.0,0,0.0,98.0,456.0,277.0,70.0,Sallie Cartyernan,train,1,F,1687,S,0,901.0,1
8148,Earth,0,PSO J318.5-22,24.0,0,312.0,227.0,50.0,0.0,0.0,Frandy Scheron,train,1,F,1688,S,0,589.0,1
8149,Mars,1,TRAPPIST-1e,14.0,0,0.0,0.0,0.0,0.0,0.0,Blesh Snoff,train,1,F,1792,P,0,0.0,0
8150,Mars,0,TRAPPIST-1e,50.0,0,1584.0,0.0,36.0,104.0,0.0,Park Mad,train,1,D,270,P,0,1724.0,1
8151,Earth,0,PSO J318.5-22,20.0,0,426.0,0.0,220.0,2.0,0.0,Rankie Graneyes,train,1,F,1793,P,0,648.0,1
8152,Earth,0,TRAPPIST-1e,38.0,0,139.0,9.0,0.0,0.0,582.0,Nelley Freevenson,train,1,F,1689,S,0,730.0,1
8153,Europa,0,TRAPPIST-1e,33.0,1,0.0,3076.0,0.0,3.0,994.0,Naslon Invebodene,train,1,A,104,S,0,4073.0,1
8154,Europa,0,55 Cancri e,54.0,0,0.0,1821.0,2370.0,949.0,46.0,Astrak Alcemblery,train,2,A,104,S,0,5186.0,1
8155,Europa,0,55 Cancri e,20.0,0,0.0,0.0,0.0,0.0,0.0,Edaron Invebodene,train,3,A,104,S,0,0.0,0
8156,Earth,0,55 Cancri e,23.0,0,0.0,247.0,1063.0,36.0,0.0,Enrie Bartines,train,1,F,1690,S,0,1346.0,1
8157,Europa,1,55 Cancri e,65.0,0,0.0,0.0,0.0,0.0,0.0,Mariton Tronsive,train,1,B,337,S,0,0.0,0
8158,Mars,1,TRAPPIST-1e,51.0,0,0.0,0.0,0.0,0.0,0.0,Cherry Pine,train,1,E,558,P,0,0.0,0
8159,Mars,0,TRAPPIST-1e,36.0,0,2002.0,0.0,10.0,87.0,0.0,Triple Pine,train,2,E,558,P,0,2099.0,1
8160,Earth,0,TRAPPIST-1e,38.0,0,32.0,1163.0,0.0,52.0,1935.0,Aleen Traverdy,train,1,F,1794,P,0,3182.0,1
8161,Earth,0,55 Cancri e,28.0,0,34.0,0.0,0.0,0.0,658.0,Hencey Bulliamoses,train,1,F,1797,P,0,692.0,1
8162,Earth,0,TRAPPIST-1e,32.0,0,258.0,500.0,3.0,15.0,128.0,Justie Fulloydez,train,1,F,1798,P,0,904.0,1
8163,Earth,0,TRAPPIST-1e,55.0,0,694.0,0.0,1.0,87.0,0.0,Eilan Fulloydez,train,2,G,1416,P,0,782.0,1
8164,Earth,0,TRAPPIST-1e,23.0,0,1254.0,0.0,45.0,0.0,0.0,Fanna Fulloydez,train,3,F,1798,P,0,1299.0,1
8165,Earth,0,PSO J318.5-22,38.0,0,647.0,23.0,1.0,0.0,0.0,Ginald Fulloydez,train,4,F,1798,P,0,671.0,1
8166,Earth,1,55 Cancri e,18.0,0,0.0,0.0,0.0,0.0,0.0,Weslie Fulloydez,train,5,G,1416,P,0,0.0,0
8167,Earth,1,PSO J318.5-22,32.0,0,0.0,0.0,0.0,0.0,0.0,Kendy Fulloydez,train,6,G,1416,P,0,0.0,0
8168,Earth,0,TRAPPIST-1e,44.0,0,266.0,3.0,2.0,0.0,748.0,Delley Fulloydez,train,7,F,0,S,0,1019.0,1
8169,Earth,0,TRAPPIST-1e,62.0,0,0.0,592.0,164.0,0.0,0.0,Franda Fulloydez,train,8,G,1416,P,0,756.0,1
8170,Europa,0,TRAPPIST-1e,66.0,0,354.0,2639.0,0.0,1180.0,0.0,Alhaino Rewmid,train,1,E,559,P,0,4173.0,1
8171,Europa,0,TRAPPIST-1e,20.0,0,0.0,7759.0,18.0,4925.0,12685.0,Charda Rewmid,train,2,E,559,P,0,25387.0,1
8172,Earth,0,TRAPPIST-1e,19.0,0,193.0,251.0,0.0,165.0,0.0,Lestie Jacostaffey,train,1,F,1691,S,0,609.0,1
8173,Earth,0,TRAPPIST-1e,18.0,0,22.0,226.0,0.0,0.0,633.0,Leen Wolfernan,train,1,G,1406,S,0,881.0,1
8174,Earth,0,PSO J318.5-22,25.0,0,0.0,0.0,707.0,1.0,0.0,Philia Johnshines,train,1,G,1417,P,0,708.0,1
8175,Earth,0,TRAPPIST-1e,20.0,0,227.0,0.0,1.0,0.0,707.0,Glasey Ryanglasey,train,1,F,1799,P,0,935.0,1
8176,Mars,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,Meal Pota,train,1,F,1800,P,0,0.0,0
8177,Mars,0,TRAPPIST-1e,20.0,0,0.0,2.0,289.0,976.0,0.0,Tros Pota,train,2,F,1800,P,0,1267.0,1
8178,Europa,1,TRAPPIST-1e,14.0,0,0.0,0.0,0.0,0.0,0.0,Neutrak Alaring,train,1,A,91,P,0,0.0,0
8179,Europa,0,55 Cancri e,49.0,0,0.0,3853.0,0.0,245.0,178.0,Grasath Alaring,train,2,A,91,P,0,4276.0,1
8180,Europa,0,TRAPPIST-1e,49.0,0,4.0,44.0,1401.0,1043.0,0.0,Hyaduma Stichseary,train,3,A,91,P,0,2492.0,1
8181,Earth,0,55 Cancri e,19.0,0,179.0,16.0,246.0,280.0,0.0,Isa Villenson,train,1,F,1802,P,0,721.0,1
8182,Earth,0,TRAPPIST-1e,53.0,0,1613.0,0.0,0.0,0.0,7.0,Jilly Holton,train,1,E,570,S,0,1620.0,1
8183,Mars,0,TRAPPIST-1e,31.0,0,947.0,83.0,19.0,0.0,0.0,Risps Cuche,train,1,E,562,P,0,1049.0,1
8184,Earth,0,TRAPPIST-1e,18.0,0,24.0,753.0,0.0,0.0,0.0,Eriey Carlsonney,train,1,F,1804,P,0,777.0,1
8185,Earth,0,TRAPPIST-1e,24.0,0,0.0,0.0,124.0,4.0,471.0,Byront Weavesend,train,1,F,1694,S,0,599.0,1
8186,Mars,0,TRAPPIST-1e,35.0,0,2758.0,0.0,1.0,0.0,0.0,Koops Strad,train,1,D,272,P,0,2759.0,1
8187,Earth,0,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,545.0,89.0,Lynnee Sellentry,train,1,F,1805,P,0,634.0,1
8188,Earth,0,TRAPPIST-1e,38.0,0,22.0,9.0,40.0,732.0,0.0,Garyan Sellentry,train,2,F,1805,P,0,803.0,1
8189,Earth,0,TRAPPIST-1e,23.0,0,0.0,0.0,9.0,69.0,1157.0,Min Sellentry,train,3,F,1805,P,0,1235.0,1
8190,Earth,0,TRAPPIST-1e,22.0,0,151.0,0.0,613.0,6.0,0.0,Camiet Popelazquez,train,1,G,1408,S,0,770.0,1
8191,Europa,1,55 Cancri e,38.0,0,0.0,0.0,0.0,0.0,0.0,Ionons Alvercal,train,1,D,265,S,0,0.0,0
8192,Earth,0,TRAPPIST-1e,28.0,0,1.0,1484.0,210.0,0.0,5.0,Vine Danielps,train,1,G,1409,S,0,1700.0,1
8193,Mars,0,TRAPPIST-1e,25.0,0,520.0,0.0,139.0,0.0,77.0,Tart Chate,train,1,F,1695,S,0,736.0,1
8194,Mars,0,TRAPPIST-1e,45.0,0,74.0,0.0,0.0,1130.0,22.0,Crios Chate,train,2,F,1695,S,0,1226.0,1
8195,Earth,0,TRAPPIST-1e,22.0,0,804.0,0.0,0.0,0.0,0.0,Tance Alvasquez,train,1,F,1696,S,0,804.0,1
8196,Earth,0,TRAPPIST-1e,30.0,0,32.0,180.0,497.0,0.0,99.0,Benry Cardner,train,1,G,1410,S,0,808.0,1
8197,Mars,1,55 Cancri e,25.0,0,0.0,0.0,0.0,0.0,0.0,Zers Gene,train,1,F,1697,S,0,0.0,0
8198,Mars,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,Fles Mine,train,1,F,1807,P,0,0.0,0
8199,Mars,0,TRAPPIST-1e,44.0,0,1.0,0.0,2080.0,11.0,0.0,Chon Ches,train,1,F,1700,S,0,2092.0,1
8200,Earth,0,TRAPPIST-1e,6.0,0,0.0,0.0,0.0,0.0,0.0,Hughan Waderoachez,train,1,F,1808,P,1,0.0,0
8201,Earth,1,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,Walley Waderoachez,train,2,F,1808,P,1,0.0,0
8202,Earth,0,PSO J318.5-22,14.0,0,476.0,14.0,0.0,328.0,8.0,Sony Morgerson,train,3,F,0,S,0,826.0,1
8203,Earth,0,TRAPPIST-1e,37.0,0,0.0,0.0,11.0,1028.0,7.0,Sandie Morgerson,train,4,F,1808,P,0,1046.0,1
8204,Earth,0,TRAPPIST-1e,15.0,0,0.0,912.0,82.0,5.0,0.0,Millia Morgerson,train,5,F,1808,P,0,999.0,1
8205,Earth,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,Nadie Waderoachez,train,6,F,1808,P,1,0.0,0
8206,Earth,0,TRAPPIST-1e,17.0,0,0.0,810.0,66.0,0.0,0.0,Raque Waderoachez,train,7,F,1808,P,0,876.0,1
8207,Earth,0,TRAPPIST-1e,58.0,0,0.0,805.0,3.0,3.0,0.0,Ebonya Boyersons,train,1,G,1421,P,0,811.0,1
8208,Europa,1,55 Cancri e,15.0,0,0.0,0.0,0.0,0.0,0.0,Alasmon Meteet,train,1,B,339,S,0,0.0,0
8209,Europa,0,55 Cancri e,53.0,0,0.0,1127.0,0.0,3939.0,0.0,Naosura Motled,train,2,F,0,S,0,5066.0,1
8210,Mars,0,TRAPPIST-1e,29.0,0,257.0,0.0,782.0,8.0,3.0,Gorn Ica,train,1,D,274,P,0,1050.0,1
8211,Earth,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,Jennyn Gentledges,train,1,G,1412,S,0,0.0,0
8212,Earth,0,TRAPPIST-1e,40.0,0,0.0,0.0,286.0,6.0,570.0,Winia Headardyer,train,1,E,574,S,0,862.0,1
8213,Earth,0,55 Cancri e,21.0,0,2.0,0.0,0.0,634.0,0.0,Dandra Brensonsen,train,1,G,1413,S,0,636.0,1
8214,Earth,0,TRAPPIST-1e,30.0,0,0.0,114.0,0.0,726.0,67.0,Dory Bryangton,train,1,G,1414,S,0,907.0,1
8215,Earth,0,TRAPPIST-1e,20.0,0,0.0,91.0,2.0,623.0,93.0,Kencey Flowensley,train,1,G,1415,S,0,809.0,1
8216,Mars,1,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0,Ale Butty,train,1,F,1701,S,0,0.0,0
8217,Mars,0,TRAPPIST-1e,18.0,0,697.0,0.0,25.0,0.0,61.0,Pebix Wate,train,1,D,276,P,0,783.0,1
8218,Mars,1,TRAPPIST-1e,36.0,0,0.0,0.0,0.0,0.0,0.0,Graw Wate,train,2,D,276,P,0,0.0,0
8219,Earth,0,TRAPPIST-1e,20.0,0,874.0,0.0,80.0,0.0,0.0,Jamela Llobsoney,train,1,F,1810,P,0,954.0,1
8220,Earth,0,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0,Caseya Llobsoney,train,2,G,1422,P,1,0.0,0
8221,Europa,1,55 Cancri e,59.0,0,0.0,0.0,0.0,0.0,0.0,Sadir Fringearty,train,1,B,284,P,0,0.0,0
8222,Earth,0,TRAPPIST-1e,20.0,0,11.0,0.0,0.0,843.0,0.0,Alasmon Meteet,train,1,G,1416,S,0,854.0,1
8223,Earth,0,55 Cancri e,4.0,0,0.0,0.0,0.0,0.0,0.0,Hollie Cartez,train,1,G,1417,S,1,0.0,0
8224,Earth,0,TRAPPIST-1e,23.0,0,0.0,565.0,0.0,35.0,188.0,Monard Cartez,train,2,E,576,S,0,788.0,1
8225,Europa,0,55 Cancri e,25.0,0,698.0,4978.0,0.0,146.0,0.0,Charaz Fawnsive,train,1,D,277,P,0,5822.0,1
8226,Earth,0,PSO J318.5-22,20.0,0,0.0,571.0,82.0,0.0,0.0,Jerrye Meleon,train,1,F,1812,P,0,653.0,1
8227,Earth,0,TRAPPIST-1e,22.0,0,0.0,0.0,637.0,0.0,50.0,Rence Slatessen,train,1,E,563,P,0,687.0,1
8228,Earth,0,TRAPPIST-1e,6.0,0,0.0,0.0,0.0,0.0,0.0,Daisya Traverdy,train,1,G,1418,S,1,0.0,0
8229,Earth,0,TRAPPIST-1e,14.0,0,588.0,144.0,1.0,0.0,168.0,Hillie Jorden,train,2,F,1704,S,0,901.0,1
8230,Earth,1,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,Joya Jorden,train,3,G,1418,S,1,0.0,0
8231,Earth,1,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0,Gailia Jorden,train,4,G,1418,S,1,0.0,0
8232,Earth,0,TRAPPIST-1e,37.0,0,63.0,0.0,0.0,0.0,661.0,Berna Jorden,train,5,F,1704,S,0,724.0,1
8233,Earth,0,TRAPPIST-1e,14.0,0,0.0,1427.0,148.0,0.0,7.0,Felice Traverdy,train,6,F,1704,S,0,1582.0,1
8234,Earth,0,TRAPPIST-1e,34.0,0,14.0,748.0,0.0,41.0,0.0,Stene Bakerson,train,7,F,1704,S,0,803.0,1
8235,Earth,1,55 Cancri e,3.0,0,0.0,0.0,0.0,0.0,0.0,Dondy Traverdy,train,8,G,1418,S,1,0.0,0
8236,Earth,0,PSO J318.5-22,18.0,0,0.0,3.0,110.0,588.0,0.0,Julies Bradamss,train,1,F,1705,S,0,701.0,1
8237,Earth,0,TRAPPIST-1e,27.0,0,1771.0,0.0,242.0,0.0,37.0,Guyl Mcculley,train,1,F,1706,S,0,2050.0,1
8238,Earth,0,TRAPPIST-1e,19.0,0,0.0,0.0,855.0,11.0,42.0,Rossie Boltond,train,1,G,1419,S,0,908.0,1
8239,Earth,0,TRAPPIST-1e,37.0,0,10.0,557.0,51.0,83.0,0.0,Justie Vincenton,train,1,F,1707,S,0,701.0,1
8240,Europa,1,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,0.0,0.0,Nunkibi Unsible,train,1,D,266,S,0,0.0,0
8241,Earth,0,PSO J318.5-22,37.0,0,570.0,0.0,7.0,107.0,0.0,Elindy Rasmussony,train,1,F,1815,P,0,684.0,1
8242,Mars,0,TRAPPIST-1e,32.0,0,81.0,0.0,1363.0,0.0,0.0,Shood Clake,train,1,F,1708,S,0,1444.0,1
8243,Earth,0,PSO J318.5-22,22.0,0,0.0,0.0,0.0,617.0,0.0,Marix Polliamposs,train,1,G,1420,S,0,617.0,1
8244,Earth,0,TRAPPIST-1e,38.0,0,0.0,2532.0,0.0,204.0,0.0,Pristy Folemonley,train,1,F,1816,P,0,2736.0,1
8245,Earth,0,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,2019.0,117.0,Blance Cooperkins,train,1,F,1817,P,0,2136.0,1
8246,Earth,0,PSO J318.5-22,63.0,0,0.0,0.0,80.0,0.0,2322.0,Karley Goods,train,1,E,577,S,0,2402.0,1
8247,Mars,1,TRAPPIST-1e,23.0,0,0.0,0.0,0.0,0.0,0.0,Bar Part,train,1,E,564,P,0,0.0,0
8248,Earth,0,PSO J318.5-22,41.0,0,413.0,0.0,0.0,7.0,347.0,Alasmon Meteet,train,1,G,1421,S,0,767.0,1
8249,Earth,0,55 Cancri e,20.0,0,0.0,0.0,0.0,335.0,957.0,Frey Tranklinay,train,1,F,1818,P,0,1292.0,1
8250,Europa,1,TRAPPIST-1e,48.0,0,0.0,0.0,0.0,0.0,0.0,Murzima Diouselt,train,1,B,340,S,0,0.0,0
8251,Earth,1,55 Cancri e,44.0,0,0.0,0.0,0.0,0.0,0.0,Mesatik Diouselt,train,2,B,340,S,0,0.0,0
8252,Europa,1,55 Cancri e,15.0,0,0.0,0.0,0.0,0.0,0.0,Merops Diouselt,train,3,B,340,S,0,0.0,0
8253,Europa,1,55 Cancri e,29.0,0,0.0,0.0,0.0,0.0,0.0,Astab Diouselt,train,4,B,340,S,0,0.0,0
8254,Europa,0,TRAPPIST-1e,64.0,0,0.0,1770.0,0.0,4111.0,180.0,Terops Diouselt,train,5,B,340,S,0,6061.0,1
8255,Earth,0,TRAPPIST-1e,19.0,0,586.0,10.0,0.0,30.0,0.0,Yola Mirezavis,train,1,G,1426,P,0,626.0,1
8256,Earth,1,PSO J318.5-22,28.0,0,0.0,0.0,0.0,0.0,0.0,Andyn Ballocks,train,1,G,1427,P,0,0.0,0
8257,Earth,0,TRAPPIST-1e,44.0,0,857.0,0.0,1.0,8.0,17.0,Almary Sancasey,train,1,G,1428,P,0,883.0,1
8258,Earth,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,Isaacy Hahnstoneal,train,1,G,1429,P,0,0.0,0
8259,Earth,0,TRAPPIST-1e,45.0,0,198.0,454.0,1.0,0.0,4.0,Heremy Lewinez,train,1,E,565,P,0,657.0,1
8260,Europa,0,55 Cancri e,25.0,0,0.0,145.0,1359.0,492.0,205.0,Taram Spopting,train,1,A,92,P,0,2201.0,1
